head(2015-04-28 15:00 从monny导入)
"2015-04-21", "meal", "15.00", "", "CNY", "15.00", "CNY", ""
"2015-04-21", "meal", "17.00", "", "CNY", "17.00", "CNY", "snack"
"2015-04-21", "meal", "90.00", "", "CNY", "90.00", "CNY", ""
"2015-04-20", "meal", "15.00", "", "CNY", "15.00", "CNY", ""
"2015-04-20", "meal", "10.00", "", "CNY", "10.00", "CNY", ""
"2015-04-19", "wedding", "4500.00", "", "CNY", "4500.00", "CNY", "wedding婚纱订金"
"2015-04-19", "traffic-commute", "13.00", "", "CNY", "13.00", "CNY", ""
"2015-04-19", "meal", "35.00", "", "CNY", "35.00", "CNY", ""
"2015-04-19", "dress-hair", "50.00", "", "CNY", "50.00", "CNY", "剪发"
"2015-04-18", "house", "1140.00", "", "CNY", "1140.00", "CNY", "储藏室搁物架"
"2015-04-18", "meal", "65.00", "", "CNY", "65.00", "CNY", ""
"2015-04-18", "meal", "17.00", "", "CNY", "17.00", "CNY", ""
"2015-04-18", "meal", "20.00", "", "CNY", "20.00", "CNY", ""
"2015-04-18", "educate", "85.00", "", "CNY", "85.00", "CNY", "P1教材+练习册"
"2015-04-18", "comm.-postal", "40.00", "", "CNY", "40.00", "CNY", "快递费"
"2015-04-17", "meal", "6.00", "", "CNY", "6.00", "CNY", ""
"2015-04-17", "traffic-commute", "41.00", "", "CNY", "41.00", "CNY", ""
"2015-04-17", "kid", "680.00", "", "CNY", "680.00", "CNY", "Timo安葬"
"2015-04-16", "meal", "54.00", "", "CNY", "54.00", "CNY", ""
"2015-04-16", "meal", "20.00", "", "CNY", "20.00", "CNY", ""
"2015-04-16", "traffic-commute", "10.00", "", "CNY", "10.00", "CNY", ""
"2015-04-15", "meal", "25.00", "", "CNY", "25.00", "CNY", ""
"2015-04-15", "dress", "299.00", "", "CNY", "299.00", "CNY", ""
"2015-04-15", "150721_ER,traffic-flight", "16140.00", "", "CNY", "16140.00", "CNY", "20150721_成都-巴黎 往返机票"
"2015-04-15", "w", "39000.00", "", "CNY", "39000.00", "CNY", "转邱硕"
"2015-04-14", "traffic-commute", "5.00", "", "CNY", "5.00", "CNY", ""
"2015-04-14", "stock", "3422.00", "", "CNY", "3422.00", "CNY", "4.14买入鹏博士 买入价34.17 成本价34.223"
"2015-04-14", "government", "26.37", "", "CNY", "26.37", "CNY", "150721_购汇 欧元4"
"2015-04-14", "kid", "149.00", "", "CNY", "149.00", "CNY", "Timo食物"
"2015-04-14", "snack", "15.00", "", "CNY", "15.00", "CNY", "樱桃"
"2015-04-14", "house", "202.00", "", "CNY", "202.00", "CNY", "IKEA"
"2015-04-14", "comm.-telephone", "50.00", "", "CNY", "50.00", "CNY", "话费"
"2015-04-13", "house", "5890.00", "", "CNY", "5890.00", "CNY", "床垫"
"2015-04-13", "traffic-commute", "50.00", "", "CNY", "50.00", "CNY", "充卡"
"2015-04-13", "house", "176.00", "", "CNY", "176.00", "CNY", "工作台灯泡"
"2015-04-13", "snack", "6.00", "", "CNY", "6.00", "CNY", "snack"
"2015-04-13", "150721_ER,art-show", "2968.00", "", "CNY", "2968.00", "CNY", "150721_ 奥地利 音乐会票"
"2015-04-13", "w", "250.00", "", "CNY", "250.00", "CNY", "转喂儿"
"2015-04-13", "meal", "27.00", "", "CNY", "27.00", "CNY", ""
"2015-04-12", "house-commodity", "77.00", "", "CNY", "77.00", "CNY", ""
"2015-04-12", "snack", "30.00", "", "CNY", "30.00", "CNY", "snack"
"2015-04-11", "wedding", "220.00", "", "CNY", "220.00", "CNY", "小礼服补差价"
"2015-04-11", "salary", "", "1950.00", "CNY", "1950.00", "CNY", ""
"2015-04-11", "snack", "19.00", "", "CNY", "19.00", "CNY", "snack"
"2015-04-11", "house", "597.00", "", "CNY", "597.00", "CNY", "宜家 柜门、抽屉、搁物架"
"2015-04-11", "meal", "25.00", "", "CNY", "25.00", "CNY", ""
"2015-04-11", "traffic-commute", "6.00", "", "CNY", "6.00", "CNY", ""
"2015-04-11", "meal", "63.00", "", "CNY", "63.00", "CNY", ""
"2015-04-10", "traffic-commute", "5.00", "", "CNY", "5.00", "CNY", ""
"2015-04-10", "meal", "11.00", "", "CNY", "11.00", "CNY", ""
"2015-04-10", "dress", "420.00", "", "CNY", "420.00", "CNY", "小红鞋"
"2015-04-08", "meal", "30.00", "", "CNY", "30.00", "CNY", ""
"2015-04-07", "traffic-commute", "5.00", "", "CNY", "5.00", "CNY", ""
"2015-04-07", "meal", "10.00", "", "CNY", "10.00", "CNY", ""
"2015-04-07", "meal", "20.00", "", "CNY", "20.00", "CNY", ""
"2015-04-06", "meal", "35.00", "", "CNY", "35.00", "CNY", ""
"2015-04-06", "vehicle-road", "10.00", "", "CNY", "10.00", "CNY", "停车"
"2015-04-06", "snack", "15.00", "", "CNY", "15.00", "CNY", "fruit"
"2015-04-06", "meal", "15.00", "", "CNY", "15.00", "CNY", ""
"2015-04-05", "house", "6808.00", "", "CNY", "6808.00", "CNY", "鞋柜、置物架、"
"2015-04-05", "house", "6341.00", "", "CNY", "6341.00", "CNY", "宜家 餐边桌 床  台面灯  运费及安装"
"2015-04-05", "meal", "82.00", "", "CNY", "82.00", "CNY", "IKEA 晚饭"
"2015-04-05", "meal", "15.00", "", "CNY", "15.00", "CNY", "鬼伙食"
"2015-04-04", "dress", "200.00", "", "CNY", "200.00", "CNY", "波波小姐"
"2015-04-04", "snack", "7.00", "", "CNY", "7.00", "CNY", "snack"
"2015-04-04", "meal", "15.00", "", "CNY", "15.00", "CNY", ""
"2015-04-03", "meal", "12.00", "", "CNY", "12.00", "CNY", ""
"2015-04-03", "meal", "40.00", "", "CNY", "40.00", "CNY", ""
"2015-04-03", "snack", "32.00", "", "CNY", "32.00", "CNY", "snack"
"2015-04-03", "traffic-commute", "30.00", "", "CNY", "30.00", "CNY", ""
"2015-04-02", "people", "10000.00", "", "CNY", "10000.00", "CNY", "lend to Huhu"
"2015-04-02", "meal", "22.00", "", "CNY", "22.00", "CNY", ""
"2015-04-01", "meal", "35.00", "", "CNY", "35.00", "CNY", ""
"2015-03-31", "traffic-commute", "42.00", "", "CNY", "42.00", "CNY", ""
"2015-03-31", "snack", "10.00", "", "CNY", "10.00", "CNY", "snack"
"2015-03-31", "traffic-commute", "20.00", "", "CNY", "20.00", "CNY", ""
"2015-03-31", "meal", "25.00", "", "CNY", "25.00", "CNY", ""
"2015-03-30", "meal", "30.00", "", "CNY", "30.00", "CNY", ""
"2015-03-30", "snack", "20.00", "", "CNY", "20.00", "CNY", "snack"
"2015-03-29", "house", "80.00", "", "CNY", "80.00", "CNY", "花洒安装"
"2015-03-29", "Misc", "50.00", "", "CNY", "50.00", "CNY", ""
"2015-03-28", "wedding", "850.00", "", "CNY", "850.00", "CNY", "wedding 出门纱订金"
"2015-03-28", "snack", "9.00", "", "CNY", "9.00", "CNY", "snack"
"2015-03-28", "meal", "11.00", "", "CNY", "11.00", "CNY", ""
"2015-03-28", "meal", "50.00", "", "CNY", "50.00", "CNY", ""
"2015-03-27", "traffic-commute", "40.00", "", "CNY", "40.00", "CNY", ""
"2015-03-27", "snack", "8.00", "", "CNY", "8.00", "CNY", "snack"
"2015-03-27", "dress", "15.00", "", "CNY", "15.00", "CNY", ""
"2015-03-26", "traffic-commute", "20.00", "", "CNY", "20.00", "CNY", ""
"2015-03-26", "meal", "140.00", "", "CNY", "140.00", "CNY", ""
"2015-03-25", "meal", "63.00", "", "CNY", "63.00", "CNY", ""
"2015-03-25", "meal", "20.00", "", "CNY", "20.00", "CNY", ""
"2015-03-25", "snack", "158.00", "", "CNY", "158.00", "CNY", "榴莲千层"
"2015-03-24", "meal", "18.00", "", "CNY", "18.00", "CNY", ""
"2015-03-24", "snack", "30.00", "", "CNY", "30.00", "CNY", "snack"
"2015-03-24", "traffic-commute", "25.00", "", "CNY", "25.00", "CNY", ""
"2015-03-23", "traffic-commute", "10.00", "", "CNY", "10.00", "CNY", ""
"2015-03-23", "meal", "6.00", "", "CNY", "6.00", "CNY", ""
"2015-03-23", "meal", "10.00", "", "CNY", "10.00", "CNY", ""
"2015-03-22", "snack", "100.00", "", "CNY", "100.00", "CNY", "snack"
"2015-03-22", "meal", "15.00", "", "CNY", "15.00", "CNY", ""
"2015-03-21", "people", "600.00", "", "CNY", "600.00", "CNY", "杨皓红包"
"2015-03-20", "meal", "15.00", "", "CNY", "15.00", "CNY", ""
"2015-03-19", "meal", "15.00", "", "CNY", "15.00", "CNY", ""
"2015-03-19", "traffic-commute", "30.00", "", "CNY", "30.00", "CNY", ""
"2015-03-19", "meal", "10.00", "", "CNY", "10.00", "CNY", ""
"2015-03-19", "snack", "10.00", "", "CNY", "10.00", "CNY", "snack"
"2015-03-19", "traffic-commute", "6.00", "", "CNY", "6.00", "CNY", ""
"2015-03-19", "snack", "20.00", "", "CNY", "20.00", "CNY", "snack"
"2015-03-18", "traffic-commute", "12.00", "", "CNY", "12.00", "CNY", ""
"2015-03-18", "meal", "15.00", "", "CNY", "15.00", "CNY", ""
"2015-03-17", "meal", "10.00", "", "CNY", "10.00", "CNY", ""
"2015-03-17", "meal", "5.00", "", "CNY", "5.00", "CNY", ""
"2015-03-17", "educate", "120.00", "", "CNY", "120.00", "CNY", "研究生复试"
"2015-03-17", "medic", "18.00", "", "CNY", "18.00", "CNY", "体检"
"2015-03-17", "traffic-commute", "15.00", "", "CNY", "15.00", "CNY", ""
"2015-03-17", "dress-hair", "1000.00", "", "CNY", "1000.00", "CNY", "美发充卡"
"2015-03-17", "medic", "75.00", "", "CNY", "75.00", "CNY", "喂儿生病啦(╥﹏╥)"
"2015-03-16", "traffic-commute", "5.00", "", "CNY", "5.00", "CNY", ""
"2015-03-16", "traffic-commute", "8.00", "", "CNY", "8.00", "CNY", ""
"2015-03-16", "meal", "10.00", "", "CNY", "10.00", "CNY", ""
"2015-03-15", "traffic-commute", "14.00", "", "CNY", "14.00", "CNY", ""
"2015-03-15", "meal", "30.00", "", "CNY", "30.00", "CNY", ""
"2015-03-15", "entertain", "10.00", "", "CNY", "10.00", "CNY", ""
"2015-03-14", "medic", "40.00", "", "CNY", "40.00", "CNY", ""
"2015-03-14", "meal", "43.00", "", "CNY", "43.00", "CNY", ""
"2015-03-13", "snack", "10.00", "", "CNY", "10.00", "CNY", "snack"
"2015-03-13", "traffic-commute", "5.00", "", "CNY", "5.00", "CNY", ""
"2015-03-13", "dress", "150.00", "", "CNY", "150.00", "CNY", ""
"2015-03-12", "meal", "10.00", "", "CNY", "10.00", "CNY", ""
"2015-03-11", "salary", "", "2685.00", "CNY", "2685.00", "CNY", ""
"2015-03-11", "meal", "18.00", "", "CNY", "18.00", "CNY", ""
"2015-03-11", "meal", "210.00", "", "CNY", "210.00", "CNY", ""
"2015-03-11", "snack", "30.00", "", "CNY", "30.00", "CNY", "snack"
"2015-03-10", "meal", "100.00", "", "CNY", "100.00", "CNY", ""
"2015-03-10", "meal", "25.00", "", "CNY", "25.00", "CNY", ""
"2015-03-09", "snack", "27.00", "", "CNY", "27.00", "CNY", "snack"
"2015-03-09", "house-commodity", "90.00", "", "CNY", "90.00", "CNY", ""
"2015-03-08", "snack", "160.00", "", "CNY", "160.00", "CNY", "蛋糕"
"2015-03-08", "house", "5184.00", "", "CNY", "5184.00", "CNY", "书柜"
"2015-03-08", "salary", "", "300.00", "CNY", "300.00", "CNY", ""
"2015-03-07", "skincare", "1135.00", "", "CNY", "1135.00", "CNY", "护肤品"
"2015-03-07", "meal", "12.00", "", "CNY", "12.00", "CNY", ""
"2015-03-07", "educate", "974.00", "", "CNY", "974.00", "CNY", "acca 考试费"
"2015-03-06", "meal", "10.00", "", "CNY", "10.00", "CNY", ""
"2015-03-05", "meal", "6.00", "", "CNY", "6.00", "CNY", ""
"2015-03-05", "snack", "22.00", "", "CNY", "22.00", "CNY", "snack"
"2015-03-05", "kid", "66.00", "", "CNY", "66.00", "CNY", "Timo 食物"
"2015-03-05", "kid", "104.00", "", "CNY", "104.00", "CNY", "Timo's meal"
"2015-03-05", "meal", "12.00", "", "CNY", "12.00", "CNY", ""
"2015-03-04", "traffic-commute", "38.00", "", "CNY", "38.00", "CNY", ""
"2015-03-04", "meal", "9.00", "", "CNY", "9.00", "CNY", ""
"2015-03-04", "meal", "30.00", "", "CNY", "30.00", "CNY", ""
"2015-03-04", "meal", "25.00", "", "CNY", "25.00", "CNY", ""
"2015-03-03", "snack", "25.00", "", "CNY", "25.00", "CNY", "snack"
"2015-03-03", "dress", "210.00", "", "CNY", "210.00", "CNY", ""
"2015-03-03", "traffic-commute", "10.00", "", "CNY", "10.00", "CNY", ""
"2015-03-03", "wedding", "5000.00", "", "CNY", "5000.00", "CNY", "梦的起点定金"
"2015-03-03", "meal", "4.00", "", "CNY", "4.00", "CNY", ""
"2015-03-02", "traffic-commute", "40.00", "", "CNY", "40.00", "CNY", ""
"2015-03-02", "meal", "30.00", "", "CNY", "30.00", "CNY", ""
"2015-03-02", "skincare", "135.00", "", "CNY", "135.00", "CNY", "眼线和睫毛夹"
"2015-03-02", "snack", "28.00", "", "CNY", "28.00", "CNY", "snack"
"2015-03-01", "meal", "80.00", "", "CNY", "80.00", "CNY", ""
"2015-02-28", "traffic-commute", "36.00", "", "CNY", "36.00", "CNY", ""
"2015-02-28", "traffic-commute", "25.00", "", "CNY", "25.00", "CNY", "充卡"
"2015-02-28", "skincare", "40.00", "", "CNY", "40.00", "CNY", "美甲"
"2015-02-28", "meal", "15.00", "", "CNY", "15.00", "CNY", ""
"2015-02-28", "meal", "14.50", "", "CNY", "14.50", "CNY", ""
"2015-02-27", "sport", "60.00", "", "CNY", "60.00", "CNY", "健身"
"2015-02-27", "traffic-commute", "3.00", "", "CNY", "3.00", "CNY", ""
"2015-02-27", "house-commodity", "93.00", "", "CNY", "93.00", "CNY", ""
"2015-02-27", "meal", "30.00", "", "CNY", "30.00", "CNY", ""
"2015-02-26", "wedding", "1000.00", "", "CNY", "1000.00", "CNY", "米拉定金"
"2015-02-26", "meal", "36.00", "", "CNY", "36.00", "CNY", ""
"2015-02-26", "meal", "12.00", "", "CNY", "12.00", "CNY", ""
"2015-02-25", "meal", "50.00", "", "CNY", "50.00", "CNY", ""
"2015-02-25", "house-commodity", "15.00", "", "CNY", "15.00", "CNY", ""
"2015-02-24", "traffic-commute", "20.00", "", "CNY", "20.00", "CNY", ""
"2015-02-24", "parent", "900.00", "", "CNY", "900.00", "CNY", "奶奶红包"
"2015-02-24", "skincare", "134.00", "", "CNY", "134.00", "CNY", "面膜"
"2015-02-24", "meal", "5.00", "", "CNY", "5.00", "CNY", ""
"2015-02-24", "traffic-commute", "20.00", "", "CNY", "20.00", "CNY", ""
"2015-02-23", "traffic-commute", "9.00", "", "CNY", "9.00", "CNY", ""
"2015-02-23", "salary", "", "100.00", "CNY", "100.00", "CNY", ""
"2015-02-22", "house-commodity", "76.00", "", "CNY", "76.00", "CNY", ""
"2015-02-22", "meal", "16.00", "", "CNY", "16.00", "CNY", ""
"2015-02-21", "sport", "510.00", "", "CNY", "510.00", "CNY", "运动鞋"
"2015-02-21", "meal", "17.00", "", "CNY", "17.00", "CNY", ""
"2015-02-20", "traffic-commute", "20.00", "", "CNY", "20.00", "CNY", ""
"2015-02-20", "meal", "80.00", "", "CNY", "80.00", "CNY", ""
"2015-02-20", "meal", "27.00", "", "CNY", "27.00", "CNY", ""
"2015-02-20", "meal", "64.00", "", "CNY", "64.00", "CNY", ""
"2015-02-20", "meal", "144.00", "", "CNY", "144.00", "CNY", ""
"2015-02-20", "meal", "46.00", "", "CNY", "46.00", "CNY", ""
"2015-02-19", "parent", "", "3600.00", "CNY", "3600.00", "CNY", "喂儿爸妈奶奶姑妈等等红包"
"2015-02-18", "w", "2000.00", "", "CNY", "2000.00", "CNY", "转邱小喂"
"2015-02-18", "w", "2334.00", "", "CNY", "2334.00", "CNY", "转邱小喂"
"2015-02-18", "people", "2200.00", "", "CNY", "2200.00", "CNY", "红包"
"2015-02-17", "traffic-commute", "30.00", "", "CNY", "30.00", "CNY", ""
"2015-02-17", "skincare", "285.00", "", "CNY", "285.00", "CNY", "粉饼"
"2015-02-16", "skincare", "304.00", "", "CNY", "304.00", "CNY", "nails"
"2015-02-16", "skincare", "70.00", "", "CNY", "70.00", "CNY", "橡筋"
"2015-02-16", "meal", "35.00", "", "CNY", "35.00", "CNY", ""
"2015-02-16", "meal", "131.00", "", "CNY", "131.00", "CNY", ""
"2015-02-16", "w", "", "7000.00", "CNY", "7000.00", "CNY", "收邱小喂"
"2015-02-15", "salary", "", "400.00", "CNY", "400.00", "CNY", "拔河"
"2015-02-14", "traffic-commute", "20.00", "", "CNY", "20.00", "CNY", ""
"2015-02-14", "meal", "902.00", "", "CNY", "902.00", "CNY", "请爸妈吃饭"
"2015-02-14", "house-commodity", "80.00", "", "CNY", "80.00", "CNY", "超市"
"2015-02-13", "meal", "88.00", "", "CNY", "88.00", "CNY", "s家美式"
"2015-02-13", "traffic-commute", "8.00", "", "CNY", "8.00", "CNY", ""
"2015-02-12", "traffic-commute", "28.00", "", "CNY", "28.00", "CNY", ""
"2015-02-12", "meal", "18.00", "", "CNY", "18.00", "CNY", ""
"2015-02-11", "salary", "", "1516.00", "CNY", "1516.00", "CNY", ""
"2015-02-11", "dress", "699.00", "", "CNY", "699.00", "CNY", ""
"2015-02-11", "dress", "149.00", "", "CNY", "149.00", "CNY", ""
"2015-02-11", "house-commodity", "237.00", "", "CNY", "237.00", "CNY", ""
"2015-02-10", "traffic-commute", "10.00", "", "CNY", "10.00", "CNY", ""
"2015-02-09", "dress", "97.00", "", "CNY", "97.00", "CNY", "袜子"
"2015-02-09", "parent", "400.00", "", "CNY", "400.00", "CNY", "爸妈话费"
"2015-02-09", "wedding", "6666.00", "", "CNY", "6666.00", "CNY", "婚纱摄影nada"
"2015-02-08", "kid", "450.00", "", "CNY", "450.00", "CNY", "Timo新房子"
"2015-02-08", "meal", "25.00", "", "CNY", "25.00", "CNY", "大鸡排"
"2015-02-07", "traffic-commute", "25.00", "", "CNY", "25.00", "CNY", ""
"2015-02-07", "parent", "", "10000.00", "CNY", "10000.00", "CNY", "外婆贺礼"
"2015-02-07", "house", "700.00", "", "CNY", "700.00", "CNY", "衣柜搬运费"
"2015-02-06", "traffic-commute", "15.00", "", "CNY", "15.00", "CNY", ""
"2015-02-06", "meal", "47.00", "", "CNY", "47.00", "CNY", ""
"2015-02-06", "meal", "70.00", "", "CNY", "70.00", "CNY", ""
"2015-02-05", "dress", "239.00", "", "CNY", "239.00", "CNY", ""
"2015-02-05", "skincare", "170.00", "", "CNY", "170.00", "CNY", "护手霜"
"2015-02-04", "traffic-commute", "40.00", "", "CNY", "40.00", "CNY", ""
"2015-02-04", "meal", "67.00", "", "CNY", "67.00", "CNY", "请蕾吃饭"
"2015-02-04", "traffic-commute", "45.00", "", "CNY", "45.00", "CNY", "充卡"
"2015-02-03", "snack", "590.00", "", "CNY", "590.00", "CNY", "hey juicy"
"2015-02-03", "meal", "40.00", "", "CNY", "40.00", "CNY", ""
"2015-02-02", "meal", "10.00", "", "CNY", "10.00", "CNY", ""
"2015-02-01", "snack", "75.00", "", "CNY", "75.00", "CNY", "特产"
"2015-02-01", "meal", "30.00", "", "CNY", "30.00", "CNY", "面条"
"2015-02-01", "traffic-commute", "30.00", "", "CNY", "30.00", "CNY", ""
"2015-02-01", "meal", "170.00", "", "CNY", "170.00", "CNY", "火锅"
"2015-02-01", "dress", "140.00", "", "CNY", "140.00", "CNY", ""
"2015-01-31", "parent", "", "600.00", "CNY", "600.00", "CNY", "姑妈贺礼"
"2015-01-31", "parent", "", "800.00", "CNY", "800.00", "CNY", "奶奶贺礼"
"2015-01-31", "meal", "138.00", "", "CNY", "138.00", "CNY", ""
"2015-01-31", "parent", "", "6000.00", "CNY", "6000.00", "CNY", "邱爸爸红包"
"2015-01-31", "meal", "70.00", "", "CNY", "70.00", "CNY", ""
"2015-01-30", "traffic-commute", "40.00", "", "CNY", "40.00", "CNY", ""
"2015-01-30", "meal", "10.00", "", "CNY", "10.00", "CNY", ""
"2015-01-29", "people", "837.00", "", "CNY", "837.00", "CNY", "请同事吃饭"
"2015-01-29", "meal", "40.00", "", "CNY", "40.00", "CNY", ""
"2015-01-29", "traffic-commute", "20.00", "", "CNY", "20.00", "CNY", ""
"2015-01-28", "traffic-commute", "40.00", "", "CNY", "40.00", "CNY", ""
"2015-01-28", "w", "1100.00", "", "CNY", "1100.00", "CNY", "喂儿"
"2015-01-28", "w", "200.00", "", "CNY", "200.00", "CNY", "喂儿话费"
"2015-01-28", "house", "1583.00", "", "CNY", "1583.00", "CNY", "桌子"
"2015-01-27", "house", "1500.00", "", "CNY", "1500.00", "CNY", "地板补的费"
"2015-01-26", "traffic-commute", "40.00", "", "CNY", "40.00", "CNY", ""
"2015-01-26", "meal", "6.00", "", "CNY", "6.00", "CNY", ""
"2015-01-25", "meal", "190.00", "", "CNY", "190.00", "CNY", ""
"2015-01-25", "government", "100.00", "", "CNY", "100.00", "CNY", "证件照"
"2015-01-25", "traffic-commute", "30.00", "", "CNY", "30.00", "CNY", "停车费"
"2015-01-24", "house", "245.00", "", "CNY", "245.00", "CNY", "脸盆五金件"
"2015-01-23", "house", "816.00", "", "CNY", "816.00", "CNY", "科勒花洒"
"2015-01-23", "traffic-commute", "35.00", "", "CNY", "35.00", "CNY", ""
"2015-01-22", "traffic-commute", "40.00", "", "CNY", "40.00", "CNY", ""
"2015-01-22", "meal", "25.00", "", "CNY", "25.00", "CNY", ""
"2015-01-22", "meal", "45.00", "", "CNY", "45.00", "CNY", ""
"2015-01-20", "kid", "210.00", "", "CNY", "210.00", "CNY", "Timo食物"
"2015-01-20", "meal", "45.00", "", "CNY", "45.00", "CNY", ""
"2015-01-19", "parent", "3580.00", "", "CNY", "3580.00", "CNY", "爸爸手机"
"2015-01-19", "meal", "50.00", "", "CNY", "50.00", "CNY", ""
"2015-01-18", "meal", "80.00", "", "CNY", "80.00", "CNY", ""
"2015-01-18", "Misc", "100.00", "", "CNY", "100.00", "CNY", ""
"2015-01-18", "traffic-commute", "50.00", "", "CNY", "50.00", "CNY", ""
"2015-01-18", "snack", "40.00", "", "CNY", "40.00", "CNY", "特产"
"2015-01-18", "traffic-commute", "80.00", "", "CNY", "80.00", "CNY", ""
"2015-01-17", "snack", "187.00", "", "CNY", "187.00", "CNY", "特产"
"2015-01-17", "entertain", "100.00", "", "CNY", "100.00", "CNY", "坐船"
"2015-01-15", "meal", "15.00", "", "CNY", "15.00", "CNY", ""
"2015-01-15", "traffic-commute", "15.00", "", "CNY", "15.00", "CNY", ""
"2015-01-13", "meal", "35.00", "", "CNY", "35.00", "CNY", ""
"2015-01-12", "traffic-commute", "40.00", "", "CNY", "40.00", "CNY", ""
"2015-01-11", "traffic-commute", "1320.00", "", "CNY", "1320.00", "CNY", ""
"2015-01-11", "meal", "100.00", "", "CNY", "100.00", "CNY", ""
"2015-01-10", "parent", "1720.00", "", "CNY", "1720.00", "CNY", "送爸爸茶叶"
"2015-01-10", "traffic-commute", "30.00", "", "CNY", "30.00", "CNY", ""
"2015-01-10", "salary", "", "1515.00", "CNY", "1515.00", "CNY", ""
"2015-01-10", "meal", "60.00", "", "CNY", "60.00", "CNY", ""
"2015-01-09", "meal", "10.00", "", "CNY", "10.00", "CNY", ""
"2015-01-08", "dress", "450.00", "", "CNY", "450.00", "CNY", "羊绒衫"
"2015-01-08", "dress", "812.00", "", "CNY", "812.00", "CNY", "喂儿毛衣～"
"2015-01-08", "traffic-commute", "20.00", "", "CNY", "20.00", "CNY", ""
"2015-01-08", "meal", "15.00", "", "CNY", "15.00", "CNY", ""
"2015-01-07", "meal", "150.00", "", "CNY", "150.00", "CNY", ""
"2015-01-07", "house-commodity", "20.00", "", "CNY", "20.00", "CNY", ""
"2015-01-06", "traffic-commute", "35.00", "", "CNY", "35.00", "CNY", ""
"2015-01-06", "meal", "10.00", "", "CNY", "10.00", "CNY", ""
"2015-01-05", "meal", "10.00", "", "CNY", "10.00", "CNY", ""
"2015-01-05", "house", "88.00", "", "CNY", "88.00", "CNY", "吹风"
"2015-01-04", "skincare", "100.00", "", "CNY", "100.00", "CNY", "手护理"
"2015-01-04", "traffic-commute", "40.00", "", "CNY", "40.00", "CNY", ""
"2015-01-03", "house-commodity", "145.00", "", "CNY", "145.00", "CNY", "花"
"2015-01-03", "traffic-commute", "35.00", "", "CNY", "35.00", "CNY", ""
"2015-01-03", "medic", "160.00", "", "CNY", "160.00", "CNY", ""
"2015-01-02", "house", "121.00", "", "CNY", "121.00", "CNY", ""
"2015-01-02", "meal", "97.00", "", "CNY", "97.00", "CNY", ""
"2015-01-02", "comm.-telephone", "200.00", "", "CNY", "200.00", "CNY", "话费"
"2015-01-01", "meal", "100.00", "", "CNY", "100.00", "CNY", ""
"2014-12-31", "dress", "888.00", "", "CNY", "888.00", "CNY", ""
"2014-12-30", "traffic-commute", "40.00", "", "CNY", "40.00", "CNY", ""
"2014-12-30", "meal", "5.00", "", "CNY", "5.00", "CNY", ""
"2014-12-30", "salary", "", "92330.00", "CNY", "92330.00", "CNY", ""
"2014-12-29", "meal", "5.00", "", "CNY", "5.00", "CNY", ""
"2014-12-29", "dress", "70.00", "", "CNY", "70.00", "CNY", ""
"2014-12-29", "meal", "45.00", "", "CNY", "45.00", "CNY", ""
"2014-12-29", "dress", "920.00", "", "CNY", "920.00", "CNY", ""
"2014-12-28", "medic", "45.00", "", "CNY", "45.00", "CNY", ""
"2014-12-28", "meal", "100.00", "", "CNY", "100.00", "CNY", "充饭卡"
"2014-12-27", "meal", "50.00", "", "CNY", "50.00", "CNY", ""
"2014-12-25", "traffic-commute", "40.00", "", "CNY", "40.00", "CNY", ""
"2014-12-25", "meal", "10.00", "", "CNY", "10.00", "CNY", ""
